CODE;PARENT_CODE;TYPE_CODE;NAME.RU.NAME;NAME.EN.NAME;NAME.UA.NAME;EXT.YAMARKET.0;EXT.ZIP.0;LONGITUDE;LATITUDE;EXT.ZIP_LOWER.0
0000006506;0000006495;VILLAGE;Закутинцы село;;Закутинці село;;13353;;;
0000006507;0000006495;VILLAGE;Кикишовка село;;Кикишівка село;;13376;;;
0000006508;0000006495;VILLAGE;Красовка село;;Красівка село;;13350;;;
0000006509;0000006495;VILLAGE;Кукильня село;;Кукільня село;;13325;;;
0000006510;0000006495;VILLAGE;Лемеши село;;Лемеші село;;13363;;;
0000006511;0000006495;VILLAGE;Малоселка село;;Малосілка село;;13340;;;
0000006512;0000006495;VILLAGE;Мирославка село;;Мирославка село;;13341;;;
0000006513;0000006495;VILLAGE;Никоновка село;;Никонівка село;;13324;;;
0000006514;0000006495;VILLAGE;Озадовка село;;Озадівка село;;13360;;;
0000006515;0000006495;VILLAGE;Половецкое село;;Половецьке село;;13336;;;
0000006516;0000006495;VILLAGE;Райки село;;Райки село;;13333;;;
0000006517;0000006495;VILLAGE;Рея село;;Рея село;;13321;;;
0000006518;0000006495;VILLAGE;Садки село;;Садки село;;13354;;;
0000006519;0000006495;VILLAGE;Скаковка село;;Скаківка село;;13326;;;
0000006520;0000006495;VILLAGE;Скраглевка село;;Скраглівка село;;13343;;;
0000006521;0000006495;VILLAGE;Старый Солотвин село;;Старий Солотвин село;;13320;;;
0000006522;0000006495;VILLAGE;Терехово село;;Терехове село;;13375;;;
0000006523;0000006495;VILLAGE;Хажин село;;Хажин село;;13374;;;
0000006524;0000006495;VILLAGE;Хмелище село;;Хмелище село;;13327;;;
0000006525;0000006495;VILLAGE;Швайковка село;;Швайківка село;;13331;;;
0000006526;0000006446;SUBREGION;Брусиловский район;;Брусилівський район;;;;;
0000006527;0000006526;CITY;Брусилов;;Брусилів;;12600;;;
0000006528;0000006526;VILLAGE;Водотыи село;;Водотиї село;;12624;;;
0000006529;0000006526;VILLAGE;Дивин село;;Дивин село;;12641;;;
0000006530;0000006526;VILLAGE;Карабачин село;;Карабачин село;;12622;;;
0000006531;0000006526;VILLAGE;Лазаревка село;;Лазарівка село;;12615;;;
0000006532;0000006526;VILLAGE;Мистечко село;;Містечко село;;12613;;;
0000006533;0000006526;VILLAGE;Новые Озеряны село;;Нові Озеряни село;;12620;;;
0000006534;0000006526;VILLAGE;Озера село;;Озера село;;12642;;;
0000006535;0000006526;VILLAGE;Покрышев село;;Покришів село;;12625;;;
0000006536;0000006526;CITY;;;Приворіття;;;;;
0000006537;0000006526;VILLAGE;Романовка село;;Романівка село;;12623;;;
0000006538;0000006526;CITY;;;Скочище;;;;;
0000006539;0000006526;CITY;;;Скочище Станція;;;;;
0000006540;0000006526;VILLAGE;Соловеевка село;;Соловіївка село;;12633;;;
0000006541;0000006526;VILLAGE;Ставище село;;Ставище село;;12610;;;
0000006542;0000006526;VILLAGE;Хомутец село;;Хомутець село;;12630;;;
0000006543;0000006526;VILLAGE;Яструбенька село;;Яструбенька село;;12614;;;
0000006544;0000006446;SUBREGION;Володарско-Волынский район;;Володарсько-Волинський район;;;;;
0000006545;0000006544;CITY;Володарск-Волынский;;Володарськ-Волинський;;12100;;;
0000006546;0000006544;VILLAGE;Грушки село;;Грушки село;;12142;;;
0000006547;0000006544;VILLAGE;Давыдовка село;;Давидівка село;;12143;;;
0000006548;0000006544;VILLAGE;Дашинка село;;Дашинка село;;12124;;;
0000006549;0000006544;VILLAGE;Дворище село;;Дворище село;;12140;;;
0000006550;0000006544;VILLAGE;Добрынь село;;Добринь село;;12112;;;
0000006551;0000006544;VILLAGE;Жовтневка село;;Жовтнівка село;;12123;;;
0000006552;0000006544;VILLAGE;Зубринка село;;Зубринка село;;12125;;;
0000006553;0000006544;VILLAGE;Иршанск поселок;;Іршанськ селище;;12110;;;
0000006554;0000006544;VILLAGE;Краевщина село;;Краївщина село;;12120;;;
0000006555;0000006544;VILLAGE;Крапивня село;;Кропивня село;;12111;;;
0000006556;0000006544;VILLAGE;Небеж село;;Небіж село;;12130;;;
0000006557;0000006544;VILLAGE;Новая Боровая поселок;;Нова Борова селище;;12114;;;
0000006558;0000006544;VILLAGE;Поромовка село;;Поромівка село;;12132;;;
0000006559;0000006544;VILLAGE;Радичи село;;Радичі село;;12115;;;
0000006560;0000006544;VILLAGE;Рыжаны село;;Рижани село;;12122;;;
0000006561;0000006544;VILLAGE;Сколобов село;;Сколобів село;;12144;;;
0000006562;0000006544;VILLAGE;Солодыри село;;Солодирі село;;12141;;;
0000006563;0000006544;VILLAGE;Суховоля село;;Суховоля село;;12121;;;
0000006564;0000006544;VILLAGE;Топорище село;;Топорище село;;12134;;;
0000006565;0000006544;VILLAGE;Фасова село;;Фасова село;;12131;;;
0000006566;0000006544;VILLAGE;Червоногранитное село;;Червоногранітне село;;12135;;;
0000006567;0000006544;CITY;;;Ягодинка;;;;;
0000006568;0000006446;SUBREGION;;;Дзержинський район;;;;;
0001095634;0000006446;SUBREGION;Романовский район;;Романівський район;;;;;
0000006569;0001095634;VILLAGE;Быковка село;;Биківка село;;13012;;;
0000006570;0001095634;VILLAGE;Булдычев село;;Булдичів село;;13041;;;
0000006571;0001095634;VILLAGE;Большая Козара село;;Велика Козара село;;13032;;;
0000006572;0001095634;VILLAGE;Ольха село;;Вільха село;;13030;;;
0000006573;0001095634;VILLAGE;Врублевка село;;Врублівка село;;13042;;;
0000006574;0001095634;VILLAGE;Годыха село;;Годиха село;;13016;;;
0000006575;0000006568;CITY;;;Дертка;;;;;
0000006576;0001095634;VILLAGE;Карвиновка село;;Карвинівка село;;13021;;;
0000006577;0001095634;VILLAGE;Лесная Рудня село;;Лісна Рудня село;;13024;;;
0000006578;0001095634;VILLAGE;Малая Козара село;;Мала Козара село;;13031;;;
0000006579;0001095634;VILLAGE;Нивна село;;Нивна село;;13013;;;
0000006580;0001095634;VILLAGE;Новопрутовка село;;Новопрутівка село;;13011;;;
0000006581;0001095634;VILLAGE;Паволочка село;;Паволочка село;;13046;;;
0000006582;0001095634;VILLAGE;Печановка село;;Печанівка село;;13045;;;
0000006583;0000006568;CITY;;;Разіне;;;;;
0000006584;0000006568;CITY;;;Станіславівка;;;;;
0000006585;0001095634;VILLAGE;Старочудновская Гута село;;Старочуднівська Гута село;;13015;;;
0000006586;0001095634;VILLAGE;Червоные Хатки село;;Червоні Хатки село;;13014;;;
0000006587;0000006568;CITY;;;Ясногород;;;;;
0000006588;0000006446;SUBREGION;Емильчинский район;;Ємільчинський район;;;;;
0000006589;0000006588;VILLAGE;Андриевичи село;;Андрієвичі село;;11254;;;
0000006590;0000006588;VILLAGE;Бараши село;;Бараші село;;11255;;;
0000006591;0000006588;VILLAGE;Березники село;;Березники село;;11233;;;
0000006592;0000006588;VILLAGE;Бобрица село;;Бобриця село;;11260;;;
0000006593;0000006588;VILLAGE;Болярка село;;Болярка село;;11234;;;
0000006594;0000006588;VILLAGE;Буда-Бобрица село;;Будо-Бобриця село;;11263;;;
0000006595;0000006588;VILLAGE;Большая Глумча село;;Велика Глумча село;;11222;;;
0000006596;0000006588;VILLAGE;Большая Цвиля село;;Велика Цвіля село;;11235;;;
0000006597;0000006588;VILLAGE;Большой Яблонец село;;Великий Яблунець село;;11241;;;
0000006598;0000006588;VILLAGE;Виривка село;;Вірівка село;;11242;;;
0000006599;0000006588;CITY;Емильчино;;Ємільчине;;11200;;;
0000006600;0000006588;VILLAGE;Зеленица село;;Зелениця село;;11253;;;
0000006601;0000006588;VILLAGE;Киянка село;;Киянка село;;11256;;;
0000006602;0000006588;VILLAGE;Кочичино село;;Кочичине село;;11220;;;
0000006603;0000006588;VILLAGE;Кривотин село;;Кривотин село;;11213;;;
0000006604;0000006588;VILLAGE;Кулеши село;;Куліші село;;11243;;;
0000006605;0000006588;VILLAGE;Малая Глумча село;;Мала Глумча село;;11223;;;
0000006606;0000006588;VILLAGE;Мокляки село;;Мокляки село;;11240;;;
0000006607;0000006588;VILLAGE;Неделище село;;Неділище село;;11252;;;
0000006608;0000006588;VILLAGE;Осовка село;;Осівка село;;11211;;;
0000006609;0000006588;VILLAGE;Паранино село;;Паранине село;;11224;;;
0000006610;0000006588;VILLAGE;Подлуби село;;Підлуби село;;11225;;;
0000006611;0000006588;VILLAGE;Рыхальское село;;Рихальське село;;11246;;;
0000006612;0000006588;VILLAGE;Рудня-Ивановская село;;Рудня-Іванівська село;;11221;;;
0000006613;0000006588;VILLAGE;Рясное село;;Рясне село;;11251;;;
0000006614;0000006588;VILLAGE;Сербы село;;Серби село;;11237;;;
0000006615;0000006588;VILLAGE;Сербо-Слободка село;;Сербо-Слобідка село;;11244;;;
0000006616;0000006588;VILLAGE;Середы село;;Середи село;;11231;;;
0000006617;0000006588;VILLAGE;Симоны село;;Симони село;;11257;;;
0000006618;0000006588;VILLAGE;Семаковка село;;Сімаківка село;;11215;;;
0000006619;0000006588;VILLAGE;Сорочень село;;Сорочень село;;11264;;;
0000006620;0000006588;VILLAGE;Тайки село;;Тайки село;;11236;;;
0000006621;0000006588;VILLAGE;Усолусы село;;Усолуси село;;11261;;;
0000006622;0000006588;VILLAGE;Чмель село;;Чміль село;;11212;;;
0000006623;0000006588;VILLAGE;Яблонец поселок;;Яблунець селище;;11250;;;
0000006624;0000006446;SUBREGION;;;Житомир, місто;;;;;
0000006625;0000006446;CITY;Житомир;;Житомир;;10001;;;
0000006626;0000006446;SUBREGION;Житомирский район;;Житомирський район;;;;;
0000006627;0000006626;VILLAGE;Барашевка село;;Барашівка село;;12416;;;
0000006628;0000006626;VILLAGE;Буки село;;Буки село;;12423;;;
0000006629;0000006626;VILLAGE;Вересы село;;Вереси село;;12401;;;
0000006630;0000006626;VILLAGE;Вертокиевка село;;Вертокиївка село;;12450;;;
0000006631;0000006626;VILLAGE;Високая Печь село;;Висока Піч село;;12424;;;
0000006632;0000006626;VILLAGE;Гадзинка село;;Гадзинка село;;12404;;;
0000006633;0000006626;VILLAGE;Глубочица село;;Глибочиця село;;12403;;;
0000006634;0000006626;VILLAGE;Головенка село;;Головенка село;;12464;;;
0000006635;0000006626;VILLAGE;Гуйва село;;Гуйва село;;12442;;;
0000006636;0000006626;VILLAGE;Дворец село;;Двірець село;;12447;;;
0000006637;0000006626;VILLAGE;Дениши село;;Дениші село;;12422;;;
0000006638;0000006626;VILLAGE;Заречаны село;;Зарічани село;;12440;;;
0000006639;0000006626;VILLAGE;Кодня село;;Кодня село;;12452;;;
0000006640;0000006626;VILLAGE;Корчак село;;Корчак село;;12421;;;
0000006641;0000006626;VILLAGE;Лещин село;;Ліщин село;;12436;;;
0000006642;0000006626;VILLAGE;Млынище село;;Млинище село;;12434;;;
0000006643;0000006626;VILLAGE;Новогуйвинское село;;Новогуйвинське село;;12441;;;
0000006644;0000006626;VILLAGE;Озерянка село;;Озерянка село;;12463;;;
0000006645;0000006626;VILLAGE;Олиевка село;;Оліївка село;;12402;;;
0000006646;0000006626;VILLAGE;Покостовка село;;Покостівка село;;12425;;;
0000006647;0000006626;VILLAGE;Пряжов село;;Пряжів село;;12445;;;
0000006648;0000006626;VILLAGE;Рудня-Городище село;;Рудня-Городище село;;12462;;;
0000006649;0000006626;VILLAGE;Сингуры село;;Сінгури село;;12444;;;
0000006650;0000006626;VILLAGE;Скоморохи село;;Скоморохи село;;12432;;;
0000006651;0000006626;VILLAGE;Станишовка село;;Станишівка село;;12430;;;
0000006652;0000006626;VILLAGE;Тетеревка село;;Тетерівка село;;12420;;;
0000006653;0000006626;VILLAGE;Троянов село;;Троянів село;;12460;;;
0000006654;0000006626;VILLAGE;Туровец село;;Туровець село;;12435;;;
0000006655;0000006446;SUBREGION;Коростенский район;;Коростенський район;;;;;
0000006656;0000006655;VILLAGE;Берестовец село;;Берестовець село;;11532;;;
0000006657;0000006655;VILLAGE;Бехи село;;Бехи село;;11521;;;
0000006658;0000006655;VILLAGE;Белка село;;Білка село;;11564;;;
0000006659;0000006655;VILLAGE;Бондаревка село;;Бондарівка село;;11562;;;
0000006660;0000006655;VILLAGE;Васьковичи село;;Васьковичі село;;11522;;;
0000006661;0000006655;VILLAGE;Выгов село;;Вигів село;;11554;;;
0000006662;0000006655;VILLAGE;Горщик село;;Горщик село;;11560;;;
0000006663;0000006655;VILLAGE;Грозино село;;Грозине село;;11542;;;
0000006664;0000006655;VILLAGE;Гулянка село;;Гулянка село;;11563;;;
0000006665;0000006655;VILLAGE;Давыдки село;;Давидки село;;11553;;;
0000006666;0000006655;VILLAGE;Дедковичи село;;Дідковичі село;;11520;;;
0000006667;0000006655;VILLAGE;Злобичи село;;Злобичі село;;11575;;;
0000006668;0000006655;VILLAGE;Каленское село;;Каленське село;;11534;;;
0000006669;0000006655;CITY;;;Ковалі;;;;;
0000006670;0000006655;VILLAGE;Кожуховка село;;Кожухівка село;;11550;;;
0000006671;0000006655;CITY;Коростень;;Коростень;;11501;;;
0000006672;0000006655;VILLAGE;Купище село;;Купище село;;11552;;;
0000006673;0000006655;VILLAGE;Лесовщина село;;Лісівщина село;;11580;;;
0000006674;0000006655;VILLAGE;Малая Зубовщина село;;Мала Зубівщина село;;11535;;;
0000006675;0000006655;VILLAGE;Мединовка село;;Мединівка село;;11533;;;
0000006676;0000006655;VILLAGE;Межиречка село;;Межирічка село;;11524;;;
0000006677;0000006655;VILLAGE;Мелени село;;Мелені село;;11576;;;
0000006678;0000006655;VILLAGE;Новаки село;;Новаки село;;11543;;;
0000006679;0000006655;VILLAGE;Обиходы село;;Обиходи село;;11531;;;
0000006680;0000006655;VILLAGE;Рышавка село;;Ришавка село;;11566;;;
0000006681;0000006655;VILLAGE;Сарновичи село;;Сарновичі село;;11525;;;
0000006682;0000006655;VILLAGE;Сингаи село;;Сингаї село;;11541;;;
0000006683;0000006655;VILLAGE;Стремигород село;;Стремигород село;;11545;;;
0000006684;0000006655;VILLAGE;Сушки село;;Сушки село;;11565;;;
0000006685;0000006655;VILLAGE;Ушомир село;;Ушомир село;;11571;;;
0000006686;0000006655;VILLAGE;Холосно село;;Холосне село;;11574;;;
0000006687;0000006655;VILLAGE;Хотиновка село;;Хотинівка село;;11544;;;
0000006688;0000006655;CITY;;;Чепири;;;;;
0000006689;0000006655;VILLAGE;Белошици село;;Білошиці село;;11570;;;
0000006690;0000006446;SUBREGION;Коростишевский район;;Коростишівський район;;;;;
0000006691;0000006690;VILLAGE;Бельковцы село;;Більківці село;;12521;;;
0000006692;0000006690;CITY;;;Вільня;;;;;
0000006693;0000006690;VILLAGE;Городское село;;Городське село;;12523;;;
0000006694;0000006690;VILLAGE;Грубское село;;Грубське село;;12534;;;
0000006695;0000006690;VILLAGE;Гуменники село;;Гуменники село;;12520;;;
0000006696;0000006690;VILLAGE;Кмитов село;;Кмитів село;;12526;;;
0000006697;0000006690;VILLAGE;Козиевка село;;Козіївка село;;12522;;;
0000006698;0000006690;CITY;Коростышев;;Коростишів;;12501;;;
0000006699;0000006690;VILLAGE;Минейки село;;Минійки село;;12514;;;
0000006700;0000006690;VILLAGE;Смоловка село;;Смолівка село;;12532;;;
0000006701;0000006690;VILLAGE;Старосельцы село;;Старосільці село;;12515;;;
0000006702;0000006690;VILLAGE;Стрижевка село;;Стрижівка село;;12525;;;
0000006703;0000006690;VILLAGE;Студеница село;;Студениця село;;12524;;;
0000006704;0000006690;VILLAGE;Харитоновка село;;Харитонівка село;;12571;;;
0000006705;0000006690;VILLAGE;Шахворостовка село;;Шахворостівка село;;12535;;;
0000006706;0000006446;SUBREGION;Лугинский район;;Лугинський район;;;;;
0000006707;0000006706;VILLAGE;Бовсуны село;;Бовсуни село;;11323;;;
0000006708;0000006706;VILLAGE;Будо-Литки село;;Будо-Літки село;;11342;;;
0000006709;0000006706;VILLAGE;Большой Дивлин село;;Великий Дивлин село;;11331;;;
0000006710;0000006706;VILLAGE;Жеревцы село;;Жеревці село;;11312;;;
0000006711;0000006706;VILLAGE;Кремно село;;Кремне село;;11334;;;
0000006712;0000006706;VILLAGE;Литки село;;Літки село;;11325;;;
0000006713;0000006706;VILLAGE;Липники село;;Липники село;;11320;;;
0000006714;0000006706;CITY;Лугины;;Лугини;;11301;;;
0000006715;0000006706;VILLAGE;Малый Дивлин село;;Малий Дивлин село;;11332;;;
0000006716;0000006706;VILLAGE;Остапы село;;Остапи село;;11341;;;
0000006717;0000006706;VILLAGE;Повч село;;Повч село;;11321;;;
0000006718;0000006706;VILLAGE;Путиловичи село;;Путиловичі село;;11333;;;
0000006719;0000006706;VILLAGE;Радогоща село;;Радогоща село;;11343;;;
0000006720;0000006706;VILLAGE;Соловьи село;;Солов'ї село;;11324;;;
0000006721;0000006706;VILLAGE;Топильня село;;Топільня село;;11310;;;
0000006722;0000006706;VILLAGE;Червоная Волока село;;Червона Волока село;;11313;;;
0000006723;0000006446;SUBREGION;Любарский район;;Любарський район;;;;;
0000006724;0000006723;VILLAGE;Авратин село;;Авратин село;;13141;;;
0000006725;0000006723;VILLAGE;Бичева село;;Бичева село;;13153;;;
0000006726;0000006723;VILLAGE;Борушковцы село;;Борушківці село;;13123;;;
0000006727;0000006723;VILLAGE;Большая Волица село;;Велика Волиця село;;13151;;;
0000006728;0000006723;VILLAGE;Большой Браталов село;;Великий Браталів село;;13113;;;
0000006729;0000006723;VILLAGE;Великие Деревичи село;;Великі Деревичі село;;13126;;;
0000006730;0000006723;VILLAGE;Веселка село;;Веселка село;;13115;;;
0000006731;0000006723;VILLAGE;Выгнанка село;;Вигнанка село;;13145;;;
0000006732;0000006723;VILLAGE;Гизовщина село;;Гізівщина село;;13130;;;
0000006733;0000006723;VILLAGE;Глезно село;;Глезне село;;13124;;;
0000006734;0000006723;VILLAGE;Горопаи село;;Горопаї село;;13111;;;
0000006735;0000006723;VILLAGE;Громада село;;Громада село;;13132;;;
0000006736;0000006723;VILLAGE;Коростки село;;Коростки село;;13121;;;
0000006737;0000006723;CITY;Любар;;Любар;;13101;;;
0000006738;0000006723;VILLAGE;Малая Деревичка село;;Мала Деревичка село;;13125;;;
0000006739;0000006723;VILLAGE;Малый Браталов село;;Малий Браталів село;;13142;;;
0000006740;0000006723;VILLAGE;Меленцы село;;Меленці село;;13112;;;
0000006741;0000006723;VILLAGE;Мотовиловка село;;Мотовилівка село;;13150;;;
0000006742;0000006723;VILLAGE;Новая Чертория село;;Нова Чортория село;;13120;;;
0000006743;0000006723;VILLAGE;Новый Любар село;;Новий Любар село;;13105;;;
0000006744;0000006723;VILLAGE;Педынка село;;Пединка село;;13144;;;
0000006745;0000006723;VILLAGE;Приветов село;;Привітів село;;13110;;;
0000006746;0000006723;VILLAGE;Рогозна село;;Рогізна село;;13154;;;
0000006747;0000006723;VILLAGE;Старая Чертория село;;Стара Чортория село;;13122;;;
0000006748;0000006723;VILLAGE;Старый Любар поселок;;Старий Любар селище;;13133;;;
0000006749;0000006723;VILLAGE;Филинцы село;;Филинці село;;13116;;;
0000006750;0000006446;SUBREGION;Малинский район;;Малинський район;;;;;
0000006751;0000006750;VILLAGE;Барвинки село;;Барвінки село;;11624;;;
0000006752;0000006750;VILLAGE;Березино село;;Березине село;;11650;;;
0000006753;0000006750;VILLAGE;Будо-Воробьи село;;Будо-Вороб'ї село;;11631;;;
0000006754;0000006750;VILLAGE;Вышев село;;Вишів село;;11611;;;
0000006755;0000006750;VILLAGE;Владовка село;;Владівка село;;11616;;;
0000006756;0000006750;VILLAGE;Ворсовка село;;Ворсівка село;;11655;;;
0000006757;0000006750;VILLAGE;Гамарня село;;Гамарня село;;11645;;;
0000006758;0000006750;VILLAGE;Головки село;;Головки село;;11640;;;
0000006759;0000006750;VILLAGE;Горынь село;;Горинь село;;11651;;;
0000006760;0000006750;VILLAGE;Ксаверов село;;Ксаверів село;;11612;;;
0000006761;0000006750;VILLAGE;Луки село;;Луки село;;11654;;;
0000006762;0000006750;VILLAGE;Любовичи село;;Любовичі село;;11632;;;
0000006763;0000006750;CITY;;;Малин;;;;;
0000006764;0000006750;VILLAGE;Недашки село;;Недашки село;;11610;;;
0000006765;0000006750;VILLAGE;Новые Воробьи село;;Нові Вороб'ї село;;11630;;;
0000006766;0000006750;VILLAGE;Новобратское село;;Новобратське село;;11625;;;
0000006767;0000006750;VILLAGE;Пирожки село;;Пиріжки село;;11641;;;
0000006768;0000006750;VILLAGE;Пристанционное село;;Пристанційне село;;11622;;;
0000006769;0000006750;VILLAGE;Скураты село;;Скурати село;;11613;;;
0000006770;0000006750;VILLAGE;Устиновка село;;Устинівка село;;11652;;;
0000006771;0000006750;VILLAGE;Чоповичи поселок;;Чоповичі селище;;11620;;;
0000006772;0000006750;VILLAGE;Щербатовка село;;Щербатівка село;;11644;;;
0000006773;0000006446;SUBREGION;Народичский район;;Народицький район;;;;;
0000006774;0000006773;VILLAGE;Базар село;;Базар село;;11452;;;
0000006775;0000006773;VILLAGE;Болотница село;;Болотниця село;;11430;;;
0000006776;0000006773;CITY;;;Великі Кліщі;;;;;
0000006777;0000006773;VILLAGE;Вязовка село;;В'язівка село;;11432;;;
0000006778;0000006773;VILLAGE;Голубиевичи село;;Голубієвичі село;;11450;;;
0000006779;0000006773;VILLAGE;Гуто-Марьятин село;;Гуто-Мар'ятин село;;11453;;;
0000006780;0000006773;CITY;;;Довгий Ліс;;;;;
0000006781;0000006773;VILLAGE;Закусилы село;;Закусили село;;11431;;;
0000006782;0000006773;CITY;;;Звіздаль;;;;;
0000006783;0000006773;VILLAGE;Ласки село;;Ласки село;;11424;;;
0000006784;0000006773;VILLAGE;Латаши село;;Латаші село;;11423;;;
0000006785;0000006773;VILLAGE;Липлянщина село;;Липлянщина село;;11433;;;
0000006786;0000006773;VILLAGE;Любарка село;;Любарка село;;11442;;;
0000006787;0000006773;CITY;;;Малі Кліщі;;;;;
0000006788;0000006773;VILLAGE;Межилеска село;;Межиліска село;;11451;;;
0000006789;0000006773;VILLAGE;Мотейки село;;Мотійки село;;11415;;;
0000006790;0000006773;CITY;Народичи;;Народичі;;11400;;;
0000006791;0000006773;VILLAGE;Новая Радча село;;Нова Радча село;;11412;;;
0000006792;0000006773;VILLAGE;Новый Дорогинь село;;Новий Дорогинь село;;11421;;;
0000006793;0000006773;VILLAGE;Норинцы село;;Норинці село;;11420;;;
0000006794;0000006773;VILLAGE;Розсоховское село;;Розсохівське село;;11434;;;
0000006795;0000006773;CITY;;;Старе Шарне;;;;;
0000006796;0000006773;VILLAGE;Старый Дорогинь село;;Старий Дорогинь село;;11422;;;
0000006797;0000006773;VILLAGE;Христиновка село;;Христинівка село;;11413;;;
0000006798;0000006446;SUBREGION;Новоград-Волынский район;;Новоград-Волинський район;;;;;
0000006799;0000006798;VILLAGE;Барвиновка село;;Барвинівка село;;11783;;;
0000006800;0000006798;VILLAGE;Броники село;;Броники село;;11772;;;
0000006801;0000006798;VILLAGE;Броницкая Гута село;;Броницька Гута село;;11711;;;
0000006802;0000006798;VILLAGE;Большая Горбаша село;;Велика Горбаша село;;11767;;;
0000006803;0000006798;VILLAGE;Большая Деражня село;;Велика Деражня село;;11751;;;
0000006804;0000006798;VILLAGE;Большой Молодьков село;;Великий Молодьків село;;11761;;;
0000006805;0000006798;VILLAGE;Гульск село;;Гульськ село;;11782;;;
0000006806;0000006798;VILLAGE;Дедовичи село;;Дідовичі село;;11736;;;
0000006807;0000006798;VILLAGE;Дублинки село;;Дублинки село;;11735;;;
0000006808;0000006798;VILLAGE;Дубники село;;Дубники село;;11713;;;
0000006809;0000006798;VILLAGE;Желобное село;;Жолобне село;;11765;;;
0000006810;0000006798;VILLAGE;Ивашковка село;;Івашківка село;;11776;;;
0000006811;0000006798;VILLAGE;Каменный Майдан село;;Кам'яний Майдан село;;11780;;;
0000006812;0000006798;VILLAGE;Кикова село;;Кикова село;;11787;;;
0000006813;0000006798;VILLAGE;Кленовая село;;Кленова село;;11712;;;
0000006814;0000006798;VILLAGE;Колодянка село;;Колодянка село;;11790;;;
0000006815;0000006798;VILLAGE;Корытища село;;Коритища село;;11766;;;
0000006816;0000006798;VILLAGE;Косенев село;;Косенів село;;11753;;;
0000006817;0000006798;VILLAGE;Крайняя Дережня село;;Крайня Деражня село;;11752;;;
0000006818;0000006798;VILLAGE;Курчица село;;Курчиця село;;11720;;;
0000006819;0000006798;VILLAGE;Лебедевка село;;Лебедівка село;;11784;;;
0000006820;0000006798;VILLAGE;Лучица село;;Лучиця село;;11715;;;
0000006821;0000006798;VILLAGE;Майстров село;;Майстрів село;;11740;;;
0000006822;0000006798;VILLAGE;Майстрова Воля село;;Майстрова Воля село;;11743;;;
0000006823;0000006798;VILLAGE;Малая Горбаша село;;Мала Горбаша село;;11768;;;
0000006824;0000006798;VILLAGE;Малая Цвиля село;;Мала Цвіля село;;11722;;;
0000006825;0000006798;VILLAGE;Немыльня село;;Немильня село;;11788;;;
0000006826;0000006798;VILLAGE;Несолонь село;;Несолонь село;;11771;;;
0000006827;0000006798;VILLAGE;Новая Романовка село;;Нова Романівка село;;11744;;;
0000006828;0000006798;CITY;Новоград-Волынский;;Новоград-Волинський;;11701;;;
0000006829;0000006798;VILLAGE;Орепы село;;Орепи село;;11764;;;
0000006830;0000006798;VILLAGE;Пилиповичи село;;Пилиповичі село;;11760;;;
0000006831;0000006798;VILLAGE;Пищов село;;Піщів село;;11733;;;
0000006832;0000006798;VILLAGE;Повчино село;;Повчине село;;11730;;;
0000006833;0000006798;VILLAGE;Полияновка село;;Поліянівка село;;11770;;;
0000006834;0000006798;VILLAGE;Средняя Деражня село;;Середня Деражня село;;11750;;;
0000006835;0000006798;VILLAGE;Стриева село;;Стриєва село;;11777;;;
0000006836;0000006798;VILLAGE;Суслы село;;Сусли село;;11775;;;
0000006837;0000006798;VILLAGE;Таращанка село;;Таращанка село;;11724;;;
0000006838;0000006798;VILLAGE;Токарев село;;Токарів село;;11754;;;
0000006839;0000006798;VILLAGE;Тупальцы село;;Тупальці село;;11747;;;
0000006840;0000006798;VILLAGE;Ужачин село;;Ужачин село;;11745;;;
0000006841;0000006798;VILLAGE;Ходурки село;;Ходурки село;;11721;;;
0000006842;0000006798;VILLAGE;Червоная Воля село;;Червона Воля село;;11710;;;
0000006843;0000006798;VILLAGE;Чижовка село;;Чижівка село;;11725;;;
0000006844;0000006798;VILLAGE;Ярунь село;;Ярунь село;;11762;;;
0000006845;0000006446;SUBREGION;Овручский район;;Овруцький район;;;;;
0000006846;0000006845;VILLAGE;Бигунь село;;Бігунь село;;11124;;;
0000006847;0000006845;CITY;;;Бондарі;;;;;
0000006848;0000006845;CITY;;;Велідники;;;;;
0000006849;0000006845;VILLAGE;Большая Фосня село;;Велика Фосня село;;11161;;;
0000006850;0000006845;VILLAGE;Большая Хайча село;;Велика Хайча село;;11150;;;
0000006851;0000006845;VILLAGE;Большая Черниговка село;;Велика Чернігівка село;;11117;;;
0000006852;0000006845;VILLAGE;Выступовичи село;;Виступовичі село;;11110;;;
0000006853;0000006845;VILLAGE;Гладковичи село;;Гладковичі село;;11115;;;
0000006854;0000006845;VILLAGE;Городец село;;Городець село;;11125;;;
0000006855;0000006845;CITY;;;Журба;;;;;
0000006856;0000006845;VILLAGE;Игнатполь село;;Ігнатпіль село;;11163;;;
0000006857;0000006845;VILLAGE;Кирданы село;;Кирдани село;;11135;;;
0000006858;0000006845;VILLAGE;Левковичи село;;Левковичі село;;11134;;;
0000006859;0000006845;CITY;;;Липські Романи;;;;;
0000006860;0000006845;VILLAGE;Листвин село;;Листвин село;;11140;;;
0000006861;0000006845;VILLAGE;Лучанки село;;Лучанки село;;11120;;;
0000006862;0000006845;VILLAGE;Можары село;;Можари село;;11130;;;
0000006863;0000006845;VILLAGE;Невгоды село;;Невгоди село;;11162;;;
